book_id,is_ebook,text_reviews_count,average_rating,language_code,num_pages,publication_month,publication_year,ratings_count,title,sample_rating,read_duration,genre
18584579,false,17,4.45,jpn,208,8,2013,1030,"フェアリーテイル 39 [Fearī Teiru 39] (Fairy Tail, #39)",3.857142857142857,0.5714285714285714,comics_graphic
28116794,false,179,3.66,,160,10,2016,716,"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation",3.44,0.4,comics_graphic
1020032,false,29,4.24,eng,144,6,2008,1254,"Invincible, Vol. 9: Out of This World",4.5,0.16666666666666666,comics_graphic
712052,false,31,3.8,,,,,802,"Rozen Maiden, Vol. 1",5.0,0.0,comics_graphic
20578979,false,588,4.37,eng,224,8,2014,6357,"Escape from Lucien (Amulet, #6)",3.8,11.02,comics_graphic
18404437,false,155,4.02,eng,192,5,2014,1674,"Batgirl, Vol. 4: Wanted",3.676470588235294,3.5,comics_graphic
22718721,false,347,3.58,,124,5,2015,1737,Exquisite Corpse,3.5555555555555554,4.916666666666667,comics_graphic
2044363,false,29,4.12,jpn,196,8,2000,830,ごくせん 1 (Gokusen #1),2.0,6.0,comics_graphic
11247154,false,20,4.57,jpn,,,,1714,Pandora Hearts 14巻,4.0,0.0,comics_graphic
89646,false,131,3.88,eng,208,9,2006,1712,"The Kurosagi Corpse Delivery Service, Volume 1",3.769230769230769,4.846153846153846,comics_graphic
10557843,false,38,4.37,en-US,196,5,2011,1047,"Invincible, Vol. 14: The Viltrumite War",4.5,5.125,comics_graphic
1146544,false,32,4.03,,,,,504,"Finder, Vol. 01: Sin-Eater 1",2.5,2.0,comics_graphic
47696,false,136,3.54,,,,,3467,The Last Temptation,3.0,1.0,comics_graphic
105722,false,70,3.91,eng,144,8,2005,1224,"Nightwing: Year One (Nightwing Vol. II, #8)",3.7142857142857144,0.5714285714285714,comics_graphic
106126,false,560,4.26,eng,132,8,2005,10834,"Bone, Vol. 2: The Great Cow Race (Bone, #2)",3.742857142857143,1.5142857142857142,comics_graphic
3596856,false,63,3.98,eng,144,2,2009,2549,"DMZ, Vol. 6: Blood in the Game",3.857142857142857,8.5,comics_graphic
390088,false,22,3.92,,152,8,1996,582,"The Sith War (Star Wars: Tales of the Jedi, #6)",3.5,0.0,comics_graphic
146107,false,106,3.88,eng,62,,2002,6098,"The Shooting Star (Tintin, #10)",3.272727272727273,2.4545454545454546,comics_graphic
16002165,false,184,3.8,eng,152,4,2013,2885,"Avengers, Volume 1: Avengers World",2.9130434782608696,3.3043478260869565,comics_graphic
194479,false,323,4.01,eng,368,1,2001,13098,Crisis on Infinite Earths,3.090909090909091,18.454545454545453,comics_graphic
1312358,false,25,3.98,eng,160,11,2001,505,"Batgirl, Vol. 2: A Knight Alone",3.6666666666666665,0.6666666666666666,comics_graphic
7469664,false,451,4.34,eng,144,7,2010,16719,"The Walking Dead, Vol. 12: Life Among Them",3.7339449541284404,3.5596330275229358,comics_graphic
9293295,false,150,4.15,eng,,,,4125,Black Widow: The Name of the Rose,3.590909090909091,1.4545454545454546,comics_graphic
30301502,false,79,3.99,eng,128,10,2016,619,"Tokyo Ghost, Vol. 2: Come Join Us",4.0,5.777777777777778,comics_graphic
17210471,false,1160,3.83,eng,170,9,2013,10542,"Saints (Boxers & Saints, #2)",3.6742424242424243,4.454545454545454,comics_graphic
18691082,false,29,4.28,eng,192,7,2014,570,"The Seven Deadly Sins, Vol. 3",3.4,7.2,comics_graphic
18630599,false,59,3.67,eng,256,7,2014,565,"Batman: Detective Comics, Volume 4: The Wrath",2.769230769230769,8.846153846153847,comics_graphic
350962,false,49,4.1,,176,1,1996,2410,Grid Systems in Graphic Design/Raster Systeme Fur Die Visuele Gestaltung,1.5,161.5,comics_graphic
61352,false,72,4.02,,176,12,2005,1093,Kafka,4.2,9.4,comics_graphic
294964,false,38,4.42,eng,200,10,2004,2258,"Rurouni Kenshin, Volume 07",4.5,0.0,comics_graphic
103667,false,15,4.23,,128,2,1991,1254,"Garfield Takes up Space (Garfield, #20)",4.0,0.0,comics_graphic
10593913,false,134,4.24,eng,248,,,4149,Avengers: The Children's Crusade,4.0,1.9333333333333333,comics_graphic
12490424,false,35,4.41,kor,187,8,2007,950,The Breaker Volume 1,2.0,6.333333333333333,comics_graphic
3292988,false,14,4.26,eng,,,,919,"+Anima 9 (+Anima, #9)",4.0,0.0,comics_graphic
25066773,false,183,4.08,eng,160,12,2015,1696,"Silk, Volume 0: The Life and Times of Cindy Moon",3.6206896551724137,0.896551724137931,comics_graphic
14623274,false,30,4.37,fil,92,5,2012,512,"Golden Ratio (Kikomachine Komix, #8)",4.0,6.75,comics_graphic
642460,false,44,4.0,eng,,,,2858,"Chrno Crusade, Vol. 1 (Chrno Crusade, #1)",3.5,0.0,comics_graphic
65972,false,11,4.39,eng,144,5,1997,529,"Hot, Throbbing Dykes to Watch Out For (DtWOF, #7)",5.0,1.0,comics_graphic
2297296,false,36,3.57,,104,8,2008,695,The Dead Boy Detectives,3.0,4.8,comics_graphic
21532179,false,71,4.36,eng,256,9,2014,653,Y: The Last Man - Book One,4.166666666666667,0.8333333333333334,comics_graphic
357563,false,15,4.41,eng,186,7,2005,1205,"Red River, Vol. 7 (Red River, #7)",4.375,0.75,comics_graphic
7744092,false,145,3.48,en-US,33,9,2010,513,The Night Bookmobile,3.888888888888889,0.4444444444444444,comics_graphic
16131656,false,24,4.16,jpn,184,4,2012,1142,"オオカミ少女と黒王子 3 [Ookami Shoujo to Kuro Ouji 3] (Wolf Girl and Black Prince, #3)",2.8181818181818183,0.2727272727272727,comics_graphic
106130,false,209,4.35,eng,128,7,1999,7190,"Bone, Vol. 6: Old Man's Cave (Bone, #6)",3.85,22.15,comics_graphic
17824753,false,87,3.82,eng,136,11,2013,1432,"Uncanny X-Men, Volume 2: Broken",2.9166666666666665,1.25,comics_graphic
154374,false,31,3.86,,,3,2001,817,"Avengers Legends, Vol. 1: Avengers Forever",3.75,20.5,comics_graphic
105915,false,122,4.42,eng,592,3,2006,1138,Alias: Omnibus,4.1,17.7,comics_graphic
6493842,false,181,4.1,,,,,2641,The Secret Science Alliance and the Copycat Crook,4.5,6.5,comics_graphic
17659722,false,12,4.28,jpn,192,5,2013,1081,"オオカミ少女と黒王子 6 [Ookami Shoujo to Kuro Ouji 6] (Wolf Girl and Black Prince, #6)",2.875,16.25,comics_graphic
3905051,false,57,4.1,eng,144,10,2008,2720,Young Avengers Presents,3.75,2.625,comics_graphic
1725529,false,7,4.44,ger,212,12,2005,846,"20th Century Boys, Band 13 (20th Century Boys, #13)",4.5,0.16666666666666666,comics_graphic
10345803,false,18,4.3,eng,216,7,2011,651,"Rosario+Vampire: Season II, Vol. 5 (Rosario+Vampire: Season II, #5)",4.0,10.0,comics_graphic
580541,false,63,3.85,en-US,128,5,2006,2888,X-Men: Phoenix - Endsong,3.6666666666666665,1.0,comics_graphic
17262246,false,351,3.91,eng,240,7,2013,3798,Bluffton: My Summers with Buster Keaton,3.739130434782609,1.391304347826087,comics_graphic
15842705,false,651,3.31,eng,80,5,2013,3491,Raven Girl,3.2857142857142856,1.1607142857142858,comics_graphic
6408524,false,30,4.39,eng,200,1,2010,839,"Red River, Vol. 28 (Red River, #28)",4.2,7.2,comics_graphic
2834890,false,217,4.18,eng,160,10,2008,7840,The Dark Tower: The Long Road Home,3.6666666666666665,14.962962962962964,comics_graphic
25181826,false,24,4.68,jpn,172,12,2014,682,暁のヨナ 16 [Akatsuki no Yona 16],4.818181818181818,11.909090909090908,comics_graphic
16255052,false,296,4.03,eng,200,4,2013,2993,"MIND MGMT, Volume One: The Manager",3.6,11.17142857142857,comics_graphic
21556012,false,132,4.31,eng,144,9,2014,1739,"Injustice: Gods Among Us: Year Two, Vol. 1",3.6666666666666665,0.5714285714285714,comics_graphic
9970421,false,239,4.12,,592,8,2011,2531,Big Questions,3.8333333333333335,51.916666666666664,comics_graphic
13227839,false,65,4.39,eng,1536,8,2012,1083,The Invisibles,4.0,27.75,comics_graphic
18583278,false,30,4.34,eng,160,3,2014,529,"Puella Magi Madoka Magica: The Different Story, Vol. 1 (Puella Magi Madoka Magica: The Different Story, #1)",2.6666666666666665,0.8333333333333334,comics_graphic
13614620,false,45,4.03,eng,160,8,2012,540,"B.P.R.D. Hell on Earth, Vol. 3: Russia (B.P.R.D. Hell on Earth, #3)",3.857142857142857,16.857142857142858,comics_graphic
10280599,false,43,4.27,eng,120,3,2011,895,"Deadpool, Volume 6: I Rule, You Suck",3.25,0.25,comics_graphic
13481648,false,118,3.86,en-US,144,4,2012,1149,The Strange Talent of Luther Strode,3.0,0.2222222222222222,comics_graphic
22398,false,79,4.23,en-US,232,8,2001,3742,"The Invisibles, Vol. 3: Entropy in the U.K.",3.857142857142857,21.714285714285715,comics_graphic
13217181,false,20,4.41,eng,196,7,2012,831,"D.Gray-man, Volume 22",3.6666666666666665,11.333333333333334,comics_graphic
507688,false,43,4.22,eng,,,,942,"On the Origin of PCs (The Order of the Stick, #0)",4.5,1.5,comics_graphic
3451949,false,81,4.36,eng,200,12,2008,1982,"The Legend of Zelda: Ocarina of Time - Part 2 (Zelda, #2)",3.6666666666666665,5.333333333333333,comics_graphic
7648967,false,43,3.93,eng,200,10,2010,1792,Batman: Life After Death,3.5714285714285716,17.428571428571427,comics_graphic
6386382,false,12,4.39,jpn,,,,1282,ソウルイーター 11 [Soul Eater],3.6666666666666665,8.666666666666666,comics_graphic
85574,false,245,3.94,eng,336,4,1997,6527,"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",3.4,146.2,comics_graphic
12993848,false,123,4.3,en-US,367,6,2012,2304,"Alice in the Country of Hearts, Vol. 1 (Alice in the Country of Hearts, #1-2)",4.181818181818182,5.2727272727272725,comics_graphic
500466,false,15,4.36,eng,,,,842,"Kodocha: Sana's Stage, Vol. 04",5.0,2.5,comics_graphic
645870,false,42,3.76,eng,160,6,2006,1711,Green Lantern Corps: Recharge,2.625,11.0,comics_graphic
22339,false,181,4.21,eng,95,12,1997,11618,Death: The Time of Your Life,3.6923076923076925,1.8461538461538463,comics_graphic
7863399,false,60,4.11,en-US,160,7,2010,843,"B.P.R.D., Vol. 13: 1947 (B.P.R.D., #13)",4.0,0.7142857142857143,comics_graphic
508567,false,107,3.76,en-US,187,5,2006,820,"Vampire Loves (Grand Vampire, #1-4)",2.75,4.25,comics_graphic
31387196,false,66,4.29,eng,128,5,2017,558,"Lazarus, Vol. 5: Cull",3.642857142857143,11.285714285714286,comics_graphic
8229399,false,549,4.23,en-US,216,10,2010,23030,"Big Nate Strikes Again (Big Nate Novels, #2)",4.0,1.25,comics_graphic
17277814,false,101,4.19,eng,144,9,2013,1955,Avengers Assemble: Science Bros,3.75,15.125,comics_graphic
11389419,false,24,4.23,eng,189,,,1647,"Strobe Edge, Vol. 4 (Strobe Edge, #4)",4.142857142857143,0.8571428571428571,comics_graphic
10561686,false,8,4.16,jpn,163,10,2010,825,わたしに××しなさい! 4 (Watashi ni xx Shinasai! #4),3.6666666666666665,0.6666666666666666,comics_graphic
5826803,false,109,3.88,eng,240,7,2009,1704,"Madame Xanadu, Volume 1: Disenchanted",3.0,10.75,comics_graphic
13363742,false,37,4.24,jpn,184,11,2011,534,コンビニくん。[Konbini-kun],4.0,0.0,comics_graphic
9921208,false,255,4.12,eng,143,,,5800,"Sweet Tooth, Volume 3: Animal Armies",3.857142857142857,1.816326530612245,comics_graphic
541094,false,316,3.4,en-US,,,,1820,The Professor's Daughter,3.142857142857143,0.5,comics_graphic
271213,false,43,4.31,eng,,,,1452,Fruits Basket Ultimate Edition Volume 1,2.3333333333333335,10.0,comics_graphic
21524959,false,67,3.49,eng,176,11,2014,604,"Aquaman, Volume 5: Sea of Storms",3.3846153846153846,6.384615384615385,comics_graphic
28219400,false,93,4.56,eng,400,6,2016,631,"Fruits Basket Collector's Edition, Vol. 1",4.25,3.875,comics_graphic
3326046,false,141,3.32,en-US,200,,,685,French Milk,3.7777777777777777,0.7777777777777778,comics_graphic
20759323,false,15,4.5,jpn,200,10,2013,1199,"ノラガミ 8 [Noragami 8] (Noragami: Stray God, #8)",3.7,2.6,comics_graphic
569361,false,34,4.27,eng,176,10,2005,5149,"Full Moon O Sagashite, Vol. 3",3.0,0.0,comics_graphic
156534,false,2421,4.11,eng,130,1,2003,83184,"Y: The Last Man, Vol. 1: Unmanned",3.638392857142857,7.441964285714286,comics_graphic
2954604,false,15,4.44,eng,245,11,2008,569,"Mushishi, Vol. 6",4.0,1.0,comics_graphic
20738195,false,62,4.16,eng,25,2,2014,742,Loki: Agent of Asgard #1,4.0,0.25,comics_graphic
25614997,false,101,3.93,,310,7,2015,541,The Diary of  a Teenage Girl: An Account in Words and Pictures,3.8333333333333335,16.833333333333332,comics_graphic
23311285,false,122,4.17,eng,172,10,2014,632,"My Japanese Husband Thinks I'm Crazy: The Comic Book (Texan & Tokyo, #1)",4.0,0.0,comics_graphic
6801646,false,36,4.33,eng,232,,,1908,"One Piece, Volume 33: Davy Back Fight (One Piece, #33)",3.375,15.0,comics_graphic
1382250,false,13,4.21,eng,224,1,2007,1047,"Mermaid Melody: Pichi Pichi Pitch, Vol. 4 (Mermaid Melody: Pichi Pichi Pitch, #4)",5.0,7.0,comics_graphic
6226623,false,20,3.92,en-US,200,7,2009,635,"Honey Hunt, Vol. 2",3.6666666666666665,3.3333333333333335,comics_graphic
1780680,false,257,3.77,eng,160,11,2007,1736,Cairo,3.625,2.0625,comics_graphic
18691080,false,100,4.19,eng,192,3,2014,1520,"The Seven Deadly Sins, Vol. 1",4.0,3.5454545454545454,comics_graphic
19539416,false,108,4.13,eng,168,7,2014,1262,"The Superior Spider-Man, Vol. 6: Goblin Nation",3.2142857142857144,6.571428571428571,comics_graphic
15067,false,118,3.7,,216,5,2006,670,The Ticking,3.0,0.36363636363636365,comics_graphic
544382,false,11,4.07,eng,,11,2001,733,"Clover, Vol. 03",3.0,0.0,comics_graphic
1344002,false,10,4.1,,,,,720,"Negima!: Magister Negi Magi, Volume 9",5.0,0.0,comics_graphic
29467805,false,190,3.96,eng,152,11,2016,996,"Gwenpool, the Unbelievable, Vol. 1: Believe It",3.838709677419355,2.2580645161290325,comics_graphic
2122914,false,26,4.18,eng,,,,633,"Bizenghast, Volume 5 (Bizenghast, #5)",3.5,1.0,comics_graphic
15698722,false,13,4.35,jpn,186,1,2012,812,"Love so Life, Vol. 9 (Love so Life, #9)",3.9,16.9,comics_graphic
17137601,false,169,3.66,eng,288,7,2013,1154,Before Watchmen: Nite Owl/Dr. Manhattan,2.857142857142857,4.928571428571429,comics_graphic
18828335,true,9,4.42,eng,,,,547,I Smell a Pop Quiz!,3.0,0.0,comics_graphic
5865861,false,124,3.65,eng,144,8,2009,1608,"Northlanders, Vol. 2: The Cross and the Hammer",3.111111111111111,0.4444444444444444,comics_graphic
35486085,false,59,3.72,eng,72,10,2017,811,The Walking Dead: Here's Negan!,3.5,3.625,comics_graphic
10167835,false,18,4.2,eng,32,7,2005,506,"The Walking Dead, Issue #22",3.0,0.0,comics_graphic
32185,false,18,4.4,eng,192,6,2006,1436,"Rurouni Kenshin, Volume 27",4.25,0.0,comics_graphic
24855796,false,31,4.52,jpn,244,6,2015,806,"東京喰種トーキョーグール:re 3 [Tokyo Guru:re 3] (Tokyo Ghoul:re, #3)",5.0,27.666666666666668,comics_graphic
5071431,false,21,4.43,eng,192,2,2009,1692,"D.Gray-man, Volume 12",1.5,0.0,comics_graphic
1404466,false,48,4.28,eng,200,10,2005,6667,"MeruPuri, Vol. 2 (MeruPuri, #2)",4.0,4.5,comics_graphic
6652328,false,55,3.9,,144,5,2009,705,"Spawn Origins, Volume 1",3.625,6.375,comics_graphic
13035053,false,78,4.54,jpn,192,12,2011,3773,黒執事 XIII [Kuroshitsuji XIII],4.4,15.0,comics_graphic
18513593,false,116,3.62,eng,160,4,2014,1209,"Thor: God of Thunder, Volume 3: The Accursed",2.75,2.8125,comics_graphic
11389675,true,90,4.41,eng,184,,,2352,"Strobe Edge, Vol. 10 (Strobe Edge, #10)",4.7272727272727275,0.2727272727272727,comics_graphic
1497663,false,71,4.19,en-GB,208,10,2006,5233,"Tail of the Moon, Volume 1",2.6666666666666665,2.6666666666666665,comics_graphic
282294,false,45,3.96,,194,6,2003,2357,"Vampire Game, Volume 01",2.5,1.0,comics_graphic
7149446,false,20,4.35,,176,7,2010,1442,"Shugo Chara!, Vol. 9: A Big Discovery (Shugo Chara!, #9)",5.0,3.0,comics_graphic
14740537,false,9,4.44,jpn,192,4,2012,1414,"フェアリーテイル 32 [Fearī Teiru 32] (Fairy Tail, #32)",3.5,11.166666666666666,comics_graphic
77729,false,31,4.7,eng,128,1,1988,1154,Something Under the Bed Is Drooling,3.0,1.0,comics_graphic
6303521,false,14,4.35,en-US,200,7,2009,1833,"Special A, Vol. 11 (Special A, #11)",1.6666666666666667,0.6666666666666666,comics_graphic
1077950,false,18,4.05,eng,200,8,2007,733,"Goong: The Royal Palace, Vol. 3 (Goong, #3)",2.25,2.25,comics_graphic
6686671,false,216,4.29,ind,202,,2009,21180,"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",3.230769230769231,25.46153846153846,comics_graphic
107134,false,52,3.6,,,8,1996,918,Batman: The Ultimate Evil,2.3333333333333335,90.66666666666667,comics_graphic
3868856,false,9,4.3,eng,202,7,2008,510,"Yu Yu Hakusho, Volume 15: Showdown at the Eleventh Hour (Yu Yu Hakusho, #15)",4.0,0.0,comics_graphic
9927240,false,63,4.17,tgl,91,,2005,1685,"Mga Tagpong Mukhang Ewan at Kung Anu Ano Pang Kababalaghan! (Kikomachine Komix, #1)",4.0,28.5,comics_graphic
1600757,false,109,3.9,eng,184,3,2008,3076,"Honey and Clover, Vol. 1",2.8,3.8,comics_graphic
6407303,false,16,4.45,jpn,176,8,2008,1911,"Hana to Akuma, Vol. 02",2.75,28.5,comics_graphic
3013394,false,16,4.29,,210,1,2009,944,"InuYasha: A Question of Time (InuYasha, #36)",3.0,1.25,comics_graphic
191217,false,21,4.51,en-GB,283,3,2001,1031,"Lone Wolf and Cub, Vol. 6: Lanterns for the Dead",3.6666666666666665,2.0,comics_graphic
7149631,false,58,4.27,eng,24,8,1995,5152,Johnny The Homicidal Maniac #1,3.0,0.0,comics_graphic
294979,false,17,4.4,eng,192,7,2005,1697,"Rurouni Kenshin, Volume 16",4.5,1.25,comics_graphic
1003760,false,29,4.3,eng,200,6,2007,2776,"Beauty Pop, Vol. 4 (Beauty Pop, #4)",2.6,2.0,comics_graphic
209967,false,26,4.59,eng,,,,1359,Absolute Planetary Book One,4.5,3.5,comics_graphic
13050138,false,13,4.27,jpn,192,2,2012,1234,キスよりも早く1 [Kisu Yorimo Hayaku 8] (Faster than a Kiss #8),3.5,0.75,comics_graphic
7860912,false,49,4.36,fil,67,,1997,1063,"Pugad Baboy One (Pugad Baboy, #1)",5.0,0.0,comics_graphic
24352009,true,55,3.97,eng,,,,508,"My Neighbor Seki, Vol. 1",5.0,0.0,comics_graphic
146127,false,50,3.59,eng,71,6,2004,1854,"Tintin and Alph-Art (Tintin, #24)",3.75,0.75,comics_graphic
35417,false,31,3.83,eng,128,9,2003,785,"Star Wars: Clone Wars, Volume 1: The Defense of Kamino and Other Tales",3.6,1.0,comics_graphic
1015312,false,9,4.16,,208,5,2006,693,"Negima!: Magister Negi Magi, Volume 10",5.0,0.0,comics_graphic
10552292,false,11,4.27,jpn,160,7,2010,552,"Barajou no Kiss, Vol. 05 (Barajou no Kiss, #5)",1.75,4.25,comics_graphic
13172294,false,13,4.19,,160,4,2012,560,"Highschool of the Dead, Vol. 6 (Highschool of the Dead, #6)",4.0,0.0,comics_graphic
422579,false,52,3.78,eng,134,3,2007,1745,Civil War: Ms. Marvel,2.3333333333333335,33.083333333333336,comics_graphic
244812,false,144,4.47,eng,300,,,10786,"Fruits Basket, Vol. 16",4.045454545454546,1.9090909090909092,comics_graphic
7686109,false,12,4.58,jpn,216,12,2009,1907,"ワンピース 56 [Wan Pīsu 56] (One Piece, #56)",3.6666666666666665,59.5,comics_graphic
460595,false,81,4.07,en-US,,8,2004,4272,"Tramps Like Us, Vol. 1",2.0,9.333333333333334,comics_graphic
2876033,false,98,4.52,eng,190,,,9071,"Ouran High School Host Club, Vol. 11 (Ouran High School Host Club, #11)",3.96,1.2,comics_graphic
520993,false,38,4.22,en-US,256,9,1998,2368,Camp FoxTrot,3.0,1.0,comics_graphic
1178666,false,103,3.94,en-US,208,12,2006,2491,"Goong: The Royal Palace, Vol. 1 (Goong, #1)",2.4,1.8,comics_graphic
17277806,false,103,3.8,eng,112,7,2013,1704,"FF, Volume 1: Fantastic Faux",2.5714285714285716,176.71428571428572,comics_graphic
28186151,false,426,3.66,eng,64,7,2016,2596,How to Talk to Girls at Parties,3.2714285714285714,1.0857142857142856,comics_graphic
569431,false,43,4.44,eng,191,2,2007,3848,"D.Gray-man, Vol. #4 (D.Gray-man, #4)",3.6,0.8,comics_graphic
1142008,false,229,3.35,eng,128,11,2007,1845,"Wonder Woman, Vol. 2: Love and Murder",2.8823529411764706,4.0588235294117645,comics_graphic
27248586,false,534,4.31,eng,112,7,2016,4824,"Lumberjanes, Vol. 4: Out of Time",4.024390243902439,1.3252032520325203,comics_graphic
8202520,false,52,4.35,eng,184,11,2010,3150,"Kimi ni Todoke: From Me to You, Vol. 6",3.4,1.6,comics_graphic
13499154,false,185,4.25,en-US,160,4,2013,4093,"New Moon: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #3)",4.153846153846154,1.3846153846153846,comics_graphic
7952703,false,19,4.49,jpn,200,11,2009,803,"黒子のバスケ 4 [Kuroko no Basuke 4] (Kuroko's Basketball, #4)",2.8333333333333335,3.6666666666666665,comics_graphic
7938838,false,96,4.19,eng,96,7,2010,1016,"Brody's Ghost, Volume 1",4.375,2.125,comics_graphic
13556942,false,308,4.14,en-US,120,4,2012,7348,"Chew, Vol. 5: Major League",4.028169014084507,1.5352112676056338,comics_graphic
2470656,false,13,3.96,,190,6,2008,501,"Zombie-Loan, Vol. 3",3.3333333333333335,2.0,comics_graphic
102459,false,247,4.2,eng,,,,14320,"Hellboy, Vol. 2: Wake the Devil (Hellboy, #2)",4.032258064516129,8.096774193548388,comics_graphic
22749725,false,914,4.08,eng,96,8,2015,4911,Drowned City: Hurricane Katrina and New Orleans,4.120689655172414,1.0344827586206897,comics_graphic
8453265,false,81,4.06,eng,64,,2010,1100,Starfighter Chapter 1,3.0,0.0,comics_graphic
12199233,false,105,3.92,eng,200,2,2012,3005,"A Devil and Her Love Song, Vol. 1 (A Devil and Her Love Song, #1)",3.625,4.875,comics_graphic
23200006,false,675,3.66,eng,144,3,2015,4421,"Low, Vol. 1: The Delirium of Hope",3.1184210526315788,7.197368421052632,comics_graphic
10362346,false,19,4.28,jpn,,,,783,となりの怪物くん 6 [Tonari no Kaibutsu-kun 6],2.25,0.0,comics_graphic
3978204,false,16,4.36,jpn,192,2,2008,3042,NARUTO -ナルト- 巻ノ四十一,3.3333333333333335,1.3333333333333333,comics_graphic
1819756,false,22,3.99,eng,212,7,2004,855,"Model, Volume 2",2.7142857142857144,2.5714285714285716,comics_graphic
146123,false,34,3.51,eng,44,11,2002,3233,Tintin and the Lake of Sharks,2.75,3.25,comics_graphic
90976,false,38,4.42,en-US,320,9,1993,1144,The World of Chas Addams,4.0,6.0,comics_graphic
25528454,false,145,3.95,eng,148,6,2015,750,Not Funny Ha-Ha: A Handbook for Something Hard,3.9375,1.8125,comics_graphic
122447,false,36,3.75,en-US,48,11,2001,3497,Asterix and Son (Asterix #27),4.5,2.5,comics_graphic
1105689,false,9,4.06,eng,160,11,2004,554,"The Crown of Light (W.I.T.C.H. Chapter Books, #11)",1.5,0.0,comics_graphic
1044500,false,10,4.39,eng,204,5,2004,899,"Pet Shop of Horrors, Vol. 6  (Pet Shop of Horrors, #6)",4.0,0.0,comics_graphic
624698,false,6,4.28,jpn,212,3,2000,610,"Blame!, Vol. 4",3.5,2.0,comics_graphic
23911614,false,231,4.21,eng,128,5,2015,2729,"Southern Bastards, Vol. 2: Gridiron",3.9696969696969697,1.6666666666666667,comics_graphic
18373344,false,138,3.47,eng,176,4,2014,1373,"Justice League, Volume 4: The Grid",3.44,2.52,comics_graphic
12867689,false,40,4.15,fre,272,10,2011,519,Les ignorants. Récit d'une initiation croisée,3.6666666666666665,22.666666666666668,comics_graphic
7095215,false,85,3.72,en-US,,,,910,"Incorruptible, Vol. 1",3.4444444444444446,0.5555555555555556,comics_graphic
6277410,false,1461,4.33,eng,220,9,2009,22479,"The Stonekeeper's Curse (Amulet, #2)",3.849056603773585,16.047169811320753,comics_graphic
104602,false,17,4.47,eng,96,5,2001,3477,The Quotable Sandman,5.0,0.0,comics_graphic
27279102,false,83,4.21,eng,32,12,2015,743,Monstress #2,4.44,6.32,comics_graphic
3525,false,9,4.06,eng,208,9,2006,554,"Kare First Love, Vol. 9 (Kare First Love, #9)",3.0,1.5,comics_graphic
17568430,false,50,4.28,jpn,186,4,2013,1032,"フラワーコミックス [Black Bird, Vol. 18]",3.375,3.875,comics_graphic
973677,false,15,4.31,eng,168,9,2006,1235,"Kamikaze Kaito Jeanne, Vol. 5",5.0,0.0,comics_graphic
7874538,false,107,4.28,,224,9,2010,832,Wolverine: Old Man Logan,4.285714285714286,3.2857142857142856,comics_graphic
1204365,false,14,4.13,,200,5,2005,1072,"Ceres: Celestial Legend, Vol. 11: Maiden",5.0,2.0,comics_graphic
9802234,false,32,4.23,eng,32,12,2003,862,"The Walking Dead, Issue #3",3.380952380952381,0.047619047619047616,comics_graphic
9484096,false,88,4.5,eng,396,3,2011,795,"Death Note: Black Edition, Vol. 2",4.090909090909091,4.363636363636363,comics_graphic
17785941,false,133,3.94,eng,136,10,2013,2468,"All-New X-Men, Volume 3: Out of Their Depth",3.235294117647059,1.1764705882352942,comics_graphic
18373318,false,57,3.69,en-GB,160,4,2014,506,"Earth 2, Vol. 3: Battle Cry",3.2222222222222223,9.88888888888889,comics_graphic
3363578,false,5,4.35,jpn,,,2005,614,"07-Ghost, Volume 04",4.666666666666667,6.333333333333333,comics_graphic
107115,false,32,3.67,en-GB,96,7,1995,826,Batman: Bloodstorm,3.3333333333333335,12.333333333333334,comics_graphic
28109912,false,270,3.9,eng,160,6,2016,1334,"Clean Room, Vol. 1: Immaculate Conception (Clean Room, #1)",3.6666666666666665,8.25,comics_graphic
754915,false,110,3.93,eng,288,9,2001,1239,Marvel Knights: The Inhumans,3.4166666666666665,2.3333333333333335,comics_graphic
91714,false,1299,4.05,eng,208,4,2007,24310,Civil War: A Marvel Comics Event,3.5692307692307694,8.1,comics_graphic
6420318,false,45,4.03,eng,168,9,2009,2197,"DMZ, Vol. 7: War Powers",3.8461538461538463,4.076923076923077,comics_graphic
409913,false,73,3.87,en-US,128,12,2005,1311,Wimbledon Green,5.0,81.0,comics_graphic
3734050,false,56,4.1,eng,144,12,2008,1867,"Captain America: The Death Of Captain America, Volume 3: The Man Who Bought America",2.857142857142857,1.1428571428571428,comics_graphic
408318,false,11,4.04,eng,,,,781,"Clover, Vol. 02",2.0,0.0,comics_graphic
834158,false,24,4.11,,,,,1588,"Samurai Champloo, Volume 1",3.0,0.0,comics_graphic
107049,false,26,4.46,,164,12,1998,609,Batman Animated,4.0,2.0,comics_graphic
10261761,false,273,3.99,eng,272,9,2011,1879,Zahra's Paradise,3.7142857142857144,3.892857142857143,comics_graphic
2982620,false,35,4.44,,104,9,2008,762,"Moomin: The Complete Tove Jansson Comic Strip, Vol. 3",2.6666666666666665,33.333333333333336,comics_graphic
236557,false,206,4.25,eng,400,8,2005,7011,"Invincible: Ultimate Collection, Vol. 1",3.8,21.866666666666667,comics_graphic
